reviewText,unixReviewTime,reviewTime
"I just watched this movie tonight for the first time. I never knew about this movie until a couple weeks ago. While looking for movies to watch i came across this movie and was immediately attracted to it. I have to say that there were some scenes that at times seemed too ""ridiculous"" in a sense that It was hard to believe. Spoiler alert!  like when the guy walked around without anyone noticing it was him they were looking for even though his picture was everywhere). It was also hard to believe that in those days with such technology Cops were not able to locate the guy on the wheelchair  you would think that in the future police will be able to track anyone anywhere.)It was also crazy the lack of technology. Having said this, I have to confess that I have realized that those things are not relevant in the purpose of the movie . I mean sure they could have done better things but let us not forget this movie came out in 1999  i believe). So it's understandable that ""technology "" was not shown on a higher level. At the same time those things I just explained, Do not interfere with the great message of this gem. I really love this movie , I love the fact that the main character is someone with a lot of disadvantages in his life yet he manages to become even better than those who had it easier. It's a inspiring movie because it teaches us that "" where there is a will there is a way"". In my life it inspires me to not give up on my dreams and to fight for what I believe to be true.",1317513600,"10 2, 2011"
i ACTUALLY LIKED IT THOUGHT IT WAS GOING TO BE REALLY BAD BUT TURNED OUT I WAS SURPRISED SOMETIMES PREDICTABLE BUT FOR A LONG PLANE FLIGHT IT WAS OK,1393286400,"02 25, 2014"
I must watch this once a year; it is so very satisfying.,1453680000,"01 25, 2016"
Sexual content and violence,1431734400,"05 16, 2015"
Couldn't finish it. terrible acting,1408060800,"08 15, 2014"
Fun to sit and watch shows I watched as a teenager with my family,1474848000,"09 26, 2016"
"It was ok, but kind of muddled.",1458000000,"03 15, 2016"
"ok, twisted",1443830400,"10 3, 2015"
i bought this movie because i had seen the movie when i was a kid and loved it then i found the collection at a good cheap price,1401926400,"06 5, 2014"
Already left a review of this item. Love this item. Please don't force your customers to write more than they want just to fill a word quota. It is very annoying.,1395014400,"03 17, 2014"
My 5 year old granddaughter really enjoyed this movie. It keep her attention,1452729600,"01 14, 2016"
It just ok.  I have viewed it only once.  Maybe this week I will learn to like it better as I use it daily.........,1381708800,"10 14, 2013"
ok,1494892800,"05 16, 2017"
Natalie Portman appeared to be playing someone from the Walking Dead instead of a deeply mentally ill person.,1456876800,"03 2, 2016"
it was ok,1478649600,"11 9, 2016"
this is nothing more than a Lame Cameo dropping take on Bill&Ted's Adventures from back in the 80's.the film is cheap jokes&waste of Cameos. Chris Rock had some funny moments.cool seeing the Group The Time because in all Honesty that is the Main reason why I wanted to watch this Film in the first place.the film never connected to me at all.some funny skits but Lame overall.,1016150400,"03 15, 2002"
dull and boring,1470009600,"08 1, 2016"
Boring.  We struggled to stay awake.  There was not a single character in the film that felt real.,1406332800,"07 26, 2014"
This review is for the awful transfer and NOT the movie.  I just watched the blu Ray copy and I'm so mad!  This is one of my fave films but the picture is blurry most of the time and it looks no better than VHS!  I thought films had to be remastered for blu Ray but obviously Warner Brothers doesn't care about Giant???,1444176000,"10 7, 2015"
"This is a great movie starring Judy Garland and Gene Kelly. The music is wonderful and most people remember the well-known song that Judy sings so well called ""Get Happy"". I feel it's one of Judy's best films!! Most of it is set in a lovely rural setting that we don't see much of in today's movies. It's a film that the entire family can enjoy---even the farm equipment for dad!!",1420156800,"01 2, 2015"
It just lost something compared to the original.....,1441843200,"09 10, 2015"
"Classic movie, must watch.",1441497600,"09 6, 2015"
Depressing,1436400000,"07 9, 2015"
Thanks! Love it! Fast shipping,1480550400,"12 1, 2016"
Great idea but not enough suspense...came off a bit cheesy & who is Rebecca Hall anyway?,1416009600,"11 15, 2014"
"I figured going in this movie was going to be bad, but how bad was yet to be seen. I watched almost 30 minutes of this terrible movie and could stand no more. I seldom stop watching a movie after I have started, but this was an exception. I don't think even children would enjoy this. This was a waste of time, money, and talent. Avoid this horrible piece of work at all cost. I would not even watch it when it comes to TV.",1343174400,"07 25, 2012"
Good,1417305600,"11 30, 2014"
Excellent merchandise thank you,1433030400,"05 31, 2015"
"Uplifting, foot loose, and fancy free soft shoe and tap with upbeat singing is always a must see, must have video.",1392422400,"02 15, 2014"
"Pretty good film,Of A Troubled man sadly. Played by James Dean who was a troubled man himself. There is much irony in his portrayal in this film. so much potential gone in a tragic accident.",1266796800,"02 22, 2010"
Excellent movie and packaged great,1424649600,"02 23, 2015"
Decent,1447632000,"11 16, 2015"
Kids liked it so I'm happy.,1431907200,"05 18, 2015"
"Not a bad movie, a little sleepy but worth watching",1441238400,"09 3, 2015"
I wasn't that entertained. Super shallow characters you could predict a mile away. Same goes for the story. I expect more from Clint Eastwood from his recent movies.,1365033600,"04 4, 2013"
"Another Charlie Brown victory.  Poor Charlie Brown, can never get a break.  He is still a favorite of everyone's and my family.",1391126400,"01 31, 2014"
I always love to watch this movie,1419552000,"12 26, 2014"
"""Let the Midnight Special shine a Light on me..."" The only good parts of the movie is the very start of the movie on the highway and the last story in the airplane. Otherwise it is downright silly not even scary,I did like the story of the elderly people but it does not belong in a Twilight Zone story.",1301443200,"03 30, 2011"
A rather unsettling movie for me. Too much of the supernatural stuff. Charlize Theron was worth the price of admission.,1497225600,"06 12, 2017"
The movie is another great story that comes from my childhood from the time that disney was making for the whole family to watch.,1360972800,"02 16, 2013"
"I love Nicole Kidman.  The movie wasn't great,  but it was somewhat entertaining.  If your not expecting a great drama you can get lost in, this isn't it.",1438214400,"07 30, 2015"
